timestamp,request_type,position,creative_type,kv_value
2022-03-07T18:13:26.619Z, static.video, static_iphone_320x480, static, mFSp31
2022-03-07T18:06:16.617Z, static.video, static_iphone_320x480, static, mFSp21
2022-03-07T18:00:12.789Z, static.video, static_iphone_320x480, static, mFSp45
2022-03-07T17:59:24.988Z, static.video, static_iphone_320x480, video, mFSp31
2022-03-07T17:58:48.171Z, static.video, static_iphone_320x480, video, mFSp55
2022-03-07T17:58:20.326Z, static.video, static_iphone_320x480, video, mVp5
2022-03-07T17:52:19.391Z, static.video, static_iphone_320x480, video, mVp7
2022-03-07T17:51:04.146Z, static.video, static_iphone_320x480, static, mFSp67
2022-03-07T17:30:56.278Z, static.video, interstitial, video, mVp4
2022-03-07T17:30:40.889Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-07T17:30:31.637Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T17:28:19.056Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T17:23:49.392Z, static.video, static_iphone_320x480, video, mFSp51
2022-03-07T17:22:33.528Z, static.video, static_iphone_320x480, video, mVp40
2022-03-07T17:20:52.619Z, static.video, static_iphone_320x480, video, mFSp25
2022-03-07T17:16:44.217Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T17:14:10.850Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T17:12:50.501Z, static.video, static_iphone_320x480, video, mVp7
2022-03-07T17:11:59.030Z, static.video, static_iphone_320x480, video, mVp7
2022-03-07T17:11:25.316Z, static.video, static_iphone_320x480, video, mFSp55
2022-03-07T17:06:02.933Z, static.video, static_iphone_320x480, video, mVp7
2022-03-07T17:03:15.656Z, static.video, static_iphone_320x480, video, mVp7
2022-03-07T17:01:32.740Z, static.video, static_iphone_320x480, static, mFSp46
2022-03-07T16:58:51.000Z, static.video, static_iphone_320x480, static, mFSp37
2022-03-07T16:57:05.597Z, static.video, static_iphone_320x480, video, mFSp33
2022-03-07T16:56:01.558Z, static.video, interstitial, video, mFSp35
2022-03-07T16:51:01.244Z, static.video, static_iphone_320x480, static, mFSp37
2022-03-07T16:49:53.061Z, static.video, static_iphone_320x480, static, mFSp29
2022-03-07T16:47:53.727Z, static.video, static_iphone_320x480, static, mFSp89
2022-03-07T16:43:25.983Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T16:42:14.263Z, static.video, static_iphone_320x480, static, mFSp25
2022-03-07T16:39:12.830Z, static.video, static_iphone_320x480, static, mFSp71
2022-03-07T16:29:58.399Z, static.video, static_iphone_320x480, video, mFSp45
2022-03-07T16:28:59.436Z, static.video, static_iphone_320x480, static, mFSp26
2022-03-07T16:27:31.167Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T16:25:18.020Z, static.video, static_iphone_320x480, video, mFSp28
2022-03-07T16:23:52.461Z, static.video, interstitial, video, mVp57
2022-03-07T16:04:30.270Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T16:04:15.732Z, static.video, static_iphone_320x480, video, mFSp23
2022-03-07T16:03:01.316Z, static.video, static_iphone_320x480, video, mFSp47
2022-03-07T16:00:34.400Z, static.video, static_iphone_320x480, video, mFSp45
2022-03-07T15:55:38.047Z, static.video, static_iphone_320x480, static, mFSp35
2022-03-07T15:46:21.198Z, static.video, static_iphone_320x480, static, mFSp38
2022-03-07T15:18:28.659Z, static.video, static_iphone_320x480, static, mFSp48
2022-03-07T15:14:28.613Z, static.video, static_iphone_320x480, static, mFSp25
2022-03-07T15:12:52.100Z, static.video, interstitial, video, mVp6
2022-03-07T15:02:38.786Z, static.video, static_iphone_320x480, video, mFSp58
2022-03-07T14:41:10.040Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T14:39:25.847Z, static.video, static_iphone_320x480, static, mFSp72
2022-03-07T14:37:23.197Z, static.video, static_iphone_320x480, video, mFSp20
2022-03-07T14:36:39.667Z, static.video, static_iphone_320x480, video, mFSp38
2022-03-07T14:29:03.931Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T14:28:12.655Z, static.video, static_iphone_320x480, video, mFSp30
2022-03-07T14:26:21.571Z, static.video, static_iphone_320x480, video, mFSp47
2022-03-07T14:18:23.777Z, static.video, static_iphone_320x480, static, mFSp122
2022-03-07T14:13:22.257Z, static.video, static_iphone_320x480, video, mVp7
2022-03-07T14:06:06.887Z, static.video, static_iphone_320x480, video, mVp25
2022-03-07T14:05:19.973Z, static.video, static_iphone_320x480, video, mVp7
2022-03-07T13:47:09.040Z, static.video, static_iphone_320x480, video, mFSp70
2022-03-07T13:45:29.556Z, static.video, static_iphone_320x480, static, mFSp37
2022-03-07T13:34:03.086Z, static.video, static_iphone_320x480, video, mVp5
2022-03-07T13:21:09.352Z, static.video, static_iphone_320x480, video, mFSp43
2022-03-07T13:20:55.868Z, static.video, static_iphone_320x480, video, mVp11
2022-03-07T13:19:46.538Z, static.video, static_iphone_320x480, video, mFSp27
2022-03-07T13:19:13.974Z, static.video, static_iphone_320x480, video, mFSp54
2022-03-07T13:18:53.553Z, static.video, static_iphone_320x480, static, mFSp37
2022-03-07T13:12:42.138Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-07T12:57:34.127Z, static.video, static_iphone_320x480, video, mFSp40
2022-03-07T12:40:00.153Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T12:38:42.793Z, static.video, static_iphone_320x480, video, mFSp49
2022-03-07T12:34:11.219Z, static.video, static_iphone_320x480, video, mFSp30
2022-03-07T12:33:53.035Z, static.video, static_iphone_320x480, video, mFSp28
2022-03-07T12:32:50.478Z, static.video, static_iphone_320x480, video, mFSp36
2022-03-07T12:27:01.443Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-07T12:24:44.546Z, static.video, static_iphone_320x480, static, mFSp32
2022-03-07T12:09:38.296Z, static.video, static_iphone_320x480, video, mVp5
2022-03-07T12:07:08.390Z, static.video, static_iphone_320x480, static, mFSp37
2022-03-07T12:06:47.311Z, static.video, static_iphone_320x480, static, mFSp37
2022-03-07T12:03:27.847Z, static.video, static_iphone_320x480, video, mFSp122
2022-03-07T12:01:55.492Z, static.video, static_iphone_320x480, static, mFSp64
2022-03-07T11:56:13.004Z, static.video, static_iphone_320x480, static, mFSp35
2022-03-07T11:54:50.489Z, static.video, static_iphone_320x480, static, mFSp37
2022-03-07T11:52:47.305Z, static.video, static_iphone_320x480, video, mFSp52
2022-03-07T11:41:11.662Z, static.video, static_iphone_320x480, static, mFSp47
2022-03-07T11:35:51.041Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T11:24:23.676Z, static.video, static_iphone_320x480, video, mVp4
2022-03-07T11:12:40.295Z, static.video, static_iphone_320x480, video, mFSp49
2022-03-07T11:04:49.482Z, static.video, static_iphone_320x480, video, mVp5
2022-03-07T10:57:46.605Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-07T10:32:35.051Z, static.video, static_iphone_320x480, video, mFSp25
2022-03-07T10:28:23.979Z, static.video, static_iphone_320x480, static, mFSp53
2022-03-07T10:09:12.587Z, static.video, static_iphone_320x480, static, mFSp54
2022-03-07T09:53:59.642Z, static.video, static_iphone_320x480, video, mFSp30
2022-03-07T09:27:32.686Z, static.video, static_iphone_320x480, video, mVp7
2022-03-07T09:25:10.158Z, static.video, static_iphone_320x480, video, mFSp21
2022-03-07T09:17:37.374Z, static.video, static_iphone_320x480, static, mFSp28
2022-03-07T09:14:32.601Z, static.video, static_iphone_320x480, video, mFSp27
2022-03-07T09:09:54.495Z, static.video, static_iphone_320x480, video, mFSp34
2022-03-07T09:03:42.965Z, static.video, static_iphone_320x480, video, mFSp94
2022-03-07T08:56:59.235Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-07T08:52:17.021Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-07T08:50:50.523Z, static.video, static_iphone_320x480, static, mFSp40
2022-03-07T08:48:21.983Z, static.video, static_iphone_320x480, static, mFSp39
2022-03-09T04:55:38.425Z, static.video, static_iphone_320x480, video, mFSp41
2022-03-09T04:53:31.768Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T04:52:58.247Z, static.video, static_iphone_320x480, video, mVp7
2022-03-09T04:51:59.061Z, static.video, static_iphone_320x480, video, mVp10
2022-03-09T04:51:34.857Z, static.video, static_iphone_320x480, video, mVp9
2022-03-09T04:47:35.929Z, static.video, static_iphone_320x480, video, mVp5
2022-03-09T04:46:02.689Z, static.video, interstitial, static, mFSp25
2022-03-09T04:41:27.981Z, static.video, static_iphone_320x480, video, mVp5
2022-03-09T04:36:09.146Z, static.video, static_iphone_320x480, video, mVp6
2022-03-09T04:34:54.152Z, static.video, static_iphone_320x480, video, mVp9
2022-03-09T04:29:43.279Z, static.video, static_iphone_320x480, video, mFSp24
2022-03-09T04:17:53.868Z, static.video, static_iphone_320x480, static, mFSp35
2022-03-09T04:17:14.198Z, static.video, static_iphone_320x480, video, mFSp25
2022-03-09T04:15:37.641Z, static.video, static_iphone_320x480, video, mVp5
2022-03-09T04:14:56.467Z, static.video, static_iphone_320x480, video, mFSp20
2022-03-09T04:12:27.793Z, static.video, static_iphone_320x480, video, mFSp122
2022-03-09T04:05:25.339Z, static.video, static_iphone_320x480, video, mFSp25
2022-03-09T04:03:08.134Z, static.video, static_iphone_320x480, video, mFSp25
2022-03-09T04:01:16.348Z, static.video, static_iphone_320x480, video, mFSp27
2022-03-09T04:00:43.591Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T04:00:29.630Z, static.video, static_iphone_320x480, video, mFSp115
2022-03-09T03:57:02.912Z, static.video, static_iphone_320x480, video, mVp10
2022-03-09T03:55:39.377Z, static.video, static_iphone_320x480, static, mFSp43
2022-03-09T03:51:34.172Z, static.video, static_iphone_320x480, video, mVp14
2022-03-09T03:48:58.317Z, static.video, static_iphone_320x480, video, mFSp38
2022-03-09T03:45:37.839Z, static.video, interstitial, video, mFSp23
2022-03-09T03:45:08.357Z, static.video, static_iphone_320x480, video, mFSp37
2022-03-09T03:42:33.210Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T03:36:19.388Z, static.video, static_iphone_320x480, video, mFSp36
2022-03-09T03:33:58.651Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-09T03:31:08.531Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T03:30:22.276Z, static.video, static_iphone_320x480, static, mFSp40
2022-03-09T03:30:13.804Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T03:30:03.719Z, static.video, static_iphone_320x480, static, mFSp30
2022-03-09T03:27:10.462Z, static.video, static_iphone_320x480, video, mFSp41
2022-03-09T03:21:40.998Z, static.video, interstitial, video, mVp5
2022-03-09T03:18:31.796Z, static.video, static_iphone_320x480, static, mFSp24
2022-03-09T03:10:30.986Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-09T02:57:36.680Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-09T02:47:42.172Z, static.video, interstitial, video, mVp7
2022-03-09T02:44:40.145Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T02:44:26.005Z, static.video, static_iphone_320x480, video, mVp5
2022-03-09T02:44:06.354Z, static.video, interstitial, video, mFSp245
2022-03-09T02:41:59.498Z, static.video, interstitial, static, mFSp22
2022-03-09T02:40:16.180Z, static.video, static_iphone_320x480, video, mFSp122
2022-03-09T02:39:33.518Z, static.video, static_iphone_320x480, video, mFSp72
2022-03-09T02:39:17.912Z, static.video, static_iphone_320x480, static, mFSp23
2022-03-09T02:35:18.507Z, static.video, static_iphone_320x480, static, mFSp36
2022-03-09T02:32:59.851Z, static.video, static_iphone_320x480, video, mFSp35
2022-03-09T02:31:43.870Z, static.video, static_iphone_320x480, video, mVp18
2022-03-09T02:29:05.157Z, static.video, static_iphone_320x480, video, mVp7
2022-03-09T02:25:37.611Z, static.video, static_iphone_320x480, static, mFSp41
2022-03-09T02:21:36.042Z, static.video, static_iphone_320x480, video, mFSp134
2022-03-09T02:21:05.823Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T02:18:53.810Z, static.video, static_iphone_320x480, static, mFSp153
2022-03-09T02:15:35.021Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T02:15:11.091Z, static.video, static_iphone_320x480, video, mFSp122
2022-03-09T02:07:06.725Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T02:05:37.835Z, static.video, static_iphone_320x480, video, mFSp36
2022-03-09T01:59:06.084Z, static.video, static_iphone_320x480, static, mFSp134
2022-03-09T01:59:05.169Z, static.video, static_iphone_320x480, video, mFSp134
2022-03-09T01:56:40.075Z, static.video, static_iphone_320x480, video, mVp37
2022-03-09T01:51:45.541Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-09T01:51:04.334Z, static.video, static_iphone_320x480, video, mFSp49
2022-03-09T01:49:07.947Z, static.video, static_iphone_320x480, video, mFSp20
2022-03-09T01:40:46.961Z, static.video, static_iphone_320x480, video, mFSp134
2022-03-09T01:36:35.297Z, static.video, static_iphone_320x480, static, mFSp35
2022-03-09T01:35:49.471Z, static.video, static_iphone_320x480, video, mVp14
2022-03-09T01:35:18.945Z, static.video, interstitial, video, mFSp82
2022-03-09T01:31:33.499Z, static.video, static_iphone_320x480, video, mVp6
2022-03-09T01:31:31.655Z, static.video, static_iphone_320x480, static, mFSp36
2022-03-09T01:31:18.091Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T01:31:03.797Z, static.video, interstitial, video, mFSp35
2022-03-09T01:31:03.051Z, static.video, static_iphone_320x480, video, mFSp47
2022-03-09T01:24:54.195Z, static.video, static_iphone_320x480, static, mFSp137
2022-03-09T01:23:55.853Z, static.video, static_iphone_320x480, video, mVp5
2022-03-09T01:21:53.964Z, static.video, static_iphone_320x480, video, mVp9
2022-03-09T01:13:21.574Z, static.video, static_iphone_320x480, video, mVp25
2022-03-09T01:11:29.140Z, static.video, static_iphone_320x480, video, mFSp93
2022-03-09T01:03:50.222Z, static.video, static_iphone_320x480, static, mFSp41
2022-03-09T00:57:09.750Z, static.video, interstitial, video, mVp5
2022-03-09T00:55:04.666Z, static.video, static_iphone_320x480, video, mFSp60
2022-03-09T00:53:13.372Z, static.video, static_iphone_320x480, video, mFSp122
2022-03-09T00:49:40.976Z, static.video, static_iphone_320x480, video, mVp12
2022-03-09T00:44:27.198Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T00:43:45.285Z, static.video, static_iphone_320x480, video, mVp13
2022-03-09T00:43:03.915Z, static.video, static_iphone_320x480, video, mFSp122
2022-03-09T00:39:19.741Z, static.video, static_iphone_320x480, video, mFSp56
2022-03-09T00:39:07.981Z, static.video, static_iphone_320x480, video, mFSp134
2022-03-09T00:34:08.935Z, static.video, static_iphone_320x480, video, mFSp134
2022-03-09T00:30:01.525Z, static.video, interstitial, video, mVp5
2022-03-09T00:29:33.923Z, static.video, static_iphone_320x480, video, mFSp134
2022-03-09T00:24:27.448Z, static.video, static_iphone_320x480, video, mVp9
2022-03-09T00:24:02.680Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T00:20:14.462Z, static.video, static_iphone_320x480, video, mVp86
2022-03-09T00:19:52.976Z, static.video, static_iphone_320x480, video, mFSp114
2022-03-09T00:18:03.716Z, static.video, static_iphone_320x480, video, mVp4
2022-03-09T00:13:23.769Z, static.video, static_iphone_320x480, video, mVp5
2022-03-09T00:11:26.699Z, static.video, static_iphone_320x480, video, mFSp36
2022-03-09T00:11:09.938Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-09T00:09:11.993Z, static.video, interstitial, static, mFSp84
2022-03-09T00:07:08.168Z, static.video, static_iphone_320x480, video, mFSp38
2022-03-09T00:00:43.772Z, static.video, static_iphone_320x480, static, mFSp25
2022-03-08T23:58:00.970Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T23:57:20.234Z, static.video, static_iphone_320x480, static, mFSp28
2022-03-08T23:57:04.086Z, static.video, static_iphone_320x480, video, mFSp20
2022-03-08T23:54:29.270Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T23:54:13.174Z, static.video, static_iphone_320x480, video, mFSp27
2022-03-08T23:52:01.461Z, static.video, interstitial, video, mFSp31
2022-03-08T23:51:43.089Z, static.video, static_iphone_320x480, video, mVp5
2022-03-08T23:40:35.692Z, static.video, static_iphone_320x480, video, mFSp37
2022-03-08T23:37:19.445Z, static.video, static_iphone_320x480, video, mFSp28
2022-03-08T23:24:27.159Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T23:22:11.310Z, static.video, static_iphone_320x480, static, mFSp27
2022-03-08T23:12:17.084Z, static.video, static_iphone_320x480, static, mFSp46
2022-03-08T23:10:16.420Z, static.video, interstitial, static, mFSp21
2022-03-08T23:08:39.807Z, static.video, static_iphone_320x480, video, mFSp38
2022-03-08T22:56:01.634Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T22:48:36.189Z, static.video, static_iphone_320x480, video, mVp5
2022-03-08T22:47:56.755Z, static.video, static_iphone_320x480, video, mVp22
2022-03-08T22:41:58.645Z, static.video, static_iphone_320x480, video, mFSp102
2022-03-08T22:37:00.759Z, static.video, static_iphone_320x480, video, mVp5
2022-03-08T22:34:52.738Z, static.video, static_iphone_320x480, static, mFSp75
2022-03-08T22:34:02.694Z, static.video, interstitial, video, mVp4
2022-03-08T22:32:03.742Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T22:28:19.258Z, static.video, static_iphone_320x480, video, mVp24
2022-03-08T22:22:27.984Z, static.video, static_iphone_320x480, video, mFSp24
2022-03-08T22:21:39.973Z, static.video, static_iphone_320x480, video, mVp17
2022-03-08T22:14:56.167Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-08T22:04:45.598Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T22:02:05.360Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T21:44:50.250Z, static.video, static_iphone_320x480, video, mFSp33
2022-03-08T21:30:16.458Z, static.video, static_iphone_320x480, video, mFSp41
2022-03-08T21:21:38.246Z, static.video, static_iphone_320x480, video, mFSp24
2022-03-08T21:16:23.428Z, static.video, static_iphone_320x480, video, mFSp36
2022-03-08T21:14:48.808Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T21:09:45.741Z, static.video, static_iphone_320x480, video, mFSp30
2022-03-08T20:55:06.086Z, static.video, static_iphone_320x480, video, mFSp32
2022-03-08T20:53:06.343Z, static.video, static_iphone_320x480, video, mFSp20
2022-03-08T20:52:32.357Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T20:47:17.821Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T20:44:27.954Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T20:44:06.209Z, static.video, static_iphone_320x480, video, mVp6
2022-03-08T20:37:38.635Z, static.video, static_iphone_320x480, video, mVp5
2022-03-08T20:27:20.146Z, static.video, interstitial, video, mFSp21
2022-03-08T20:25:15.778Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-08T20:08:18.145Z, static.video, static_iphone_320x480, video, mFSp45
2022-03-08T20:01:59.679Z, static.video, static_iphone_320x480, video, mFSp34
2022-03-08T20:01:27.594Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T19:57:46.363Z, static.video, interstitial, video, mVp14
2022-03-08T19:57:24.912Z, static.video, static_iphone_320x480, video, mVp30
2022-03-08T19:52:02.615Z, static.video, interstitial, video, mVp14
2022-03-08T19:39:20.759Z, static.video, static_iphone_320x480, video, mVp5
2022-03-08T19:37:25.993Z, static.video, static_iphone_320x480, static, mFSp21
2022-03-08T19:30:19.409Z, static.video, static_iphone_320x480, video, mVp22
2022-03-08T19:23:54.778Z, static.video, static_iphone_320x480, video, mFSp31
2022-03-08T19:21:14.099Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T19:17:42.652Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-08T19:14:16.359Z, static.video, static_iphone_320x480, video, mVp5
2022-03-08T19:05:32.455Z, static.video, static_iphone_320x480, static, mFSp25
2022-03-08T18:48:27.239Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T18:44:19.442Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-08T18:44:14.751Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T18:44:14.077Z, static.video, interstitial, static, mFSp20
2022-03-08T18:37:56.658Z, static.video, interstitial, static, mFSp23
2022-03-08T18:33:31.507Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T18:32:19.738Z, static.video, static_iphone_320x480, static, mFSp32
2022-03-08T18:31:16.378Z, static.video, static_iphone_320x480, video, mFSp36
2022-03-08T18:26:46.517Z, static.video, interstitial, video, mFSp23
2022-03-08T18:22:04.152Z, static.video, interstitial, static, mFSp23
2022-03-08T18:20:09.450Z, static.video, static_iphone_320x480, video, mVp26
2022-03-08T18:19:21.423Z, static.video, interstitial, video, mFSp31
2022-03-08T18:19:15.994Z, static.video, static_iphone_320x480, video, mFSp33
2022-03-08T18:12:35.281Z, static.video, interstitial, video, mVp7
2022-03-08T18:09:38.191Z, static.video, static_iphone_320x480, video, mFSp112
2022-03-08T17:39:40.139Z, static.video, static_iphone_320x480, video, mFSp35
2022-03-08T17:22:52.309Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-08T17:19:19.785Z, static.video, static_iphone_320x480, video, mFSp21
2022-03-08T17:19:00.068Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T17:14:18.717Z, static.video, static_iphone_320x480, video, mVp27
2022-03-08T17:05:15.117Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-08T16:52:08.787Z, static.video, static_iphone_320x480, video, mVp9
2022-03-08T16:51:26.729Z, static.video, static_iphone_320x480, video, mFSp84
2022-03-08T16:46:07.555Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T16:45:29.060Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T16:41:16.892Z, static.video, static_iphone_320x480, static, mFSp26
2022-03-08T16:39:56.447Z, static.video, static_iphone_320x480, video, mVp5
2022-03-08T16:37:14.575Z, static.video, static_iphone_320x480, video, mFSp32
2022-03-08T16:35:09.811Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T16:35:06.826Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T16:30:53.917Z, static.video, static_iphone_320x480, video, mFSp25
2022-03-08T16:23:39.845Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T16:23:36.047Z, static.video, interstitial, static, mFSp24
2022-03-08T16:16:10.181Z, static.video, static_iphone_320x480, video, mFSp57
2022-03-08T16:08:55.236Z, static.video, static_iphone_320x480, video, mVp5
2022-03-08T16:03:40.426Z, static.video, static_iphone_320x480, video, mVp22
2022-03-08T15:59:57.838Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-08T15:57:54.101Z, static.video, interstitial, video, mVp105
2022-03-08T15:56:42.251Z, static.video, static_iphone_320x480, video, mVp38
2022-03-08T15:52:58.682Z, static.video, static_iphone_320x480, video, mFSp20
2022-03-08T15:43:48.312Z, static.video, static_iphone_320x480, static, mFSp55
2022-03-08T15:36:24.337Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T15:33:25.741Z, static.video, static_iphone_320x480, video, mVp6
2022-03-08T15:32:48.590Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T15:32:35.462Z, static.video, static_iphone_320x480, video, mVp5
2022-03-08T15:29:47.442Z, static.video, static_iphone_320x480, video, mVp25
2022-03-08T15:29:35.441Z, static.video, static_iphone_320x480, video, mFSp24
2022-03-08T15:26:52.134Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T15:10:37.647Z, static.video, static_iphone_320x480, video, mVp55
2022-03-08T15:06:47.375Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T14:46:49.727Z, static.video, static_iphone_320x480, video, mFSp36
2022-03-08T14:44:36.026Z, static.video, static_iphone_320x480, video, mFSp55
2022-03-08T14:44:17.042Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T14:41:59.910Z, static.video, static_iphone_320x480, video, mVp9
2022-03-08T14:41:22.050Z, static.video, static_iphone_320x480, video, mFSp21
2022-03-08T14:41:18.194Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-08T14:39:45.553Z, static.video, static_iphone_320x480, video, mFSp35
2022-03-08T14:32:26.849Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T14:30:16.999Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T14:15:59.824Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T13:55:44.434Z, static.video, static_iphone_320x480, video, mFSp57
2022-03-08T13:50:32.941Z, static.video, static_iphone_320x480, video, mVp22
2022-03-08T13:25:50.807Z, static.video, static_iphone_320x480, video, mFSp56
2022-03-08T13:16:54.057Z, static.video, static_iphone_320x480, video, mVp11
2022-03-08T13:12:51.438Z, static.video, static_iphone_320x480, video, mFSp47
2022-03-08T13:08:55.953Z, static.video, static_iphone_320x480, video, mFSp21
2022-03-08T13:03:54.593Z, static.video, static_iphone_320x480, video, mFSp35
2022-03-08T12:57:33.300Z, static.video, interstitial, static, mFSp41
2022-03-08T12:56:27.175Z, static.video, static_iphone_320x480, video, mVp27
2022-03-08T12:53:18.387Z, static.video, static_iphone_320x480, video, mVp21
2022-03-08T12:42:58.307Z, static.video, static_iphone_320x480, static, mFSp21
2022-03-08T12:38:57.530Z, static.video, static_iphone_320x480, video, mVp6
2022-03-08T12:24:34.013Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T12:23:14.147Z, static.video, static_iphone_320x480, video, mVp4
2022-03-08T12:07:30.785Z, static.video, static_iphone_320x480, video, mFSp37
2022-03-08T12:04:35.528Z, static.video, static_iphone_320x480, video, mFSp58
2022-03-08T11:55:07.846Z, static.video, static_iphone_320x480, video, mVp5
2022-03-08T11:42:43.332Z, static.video, static_iphone_320x480, video, mVp5
2022-03-08T11:37:20.177Z, static.video, static_iphone_320x480, static, mFSp44
2022-03-08T11:06:06.737Z, static.video, static_iphone_320x480, video, mVp9
2022-03-08T10:53:47.240Z, static.video, static_iphone_320x480, video, mVp12
2022-03-08T10:32:43.543Z, static.video, static_iphone_320x480, video, mVp9
2022-03-08T09:52:31.099Z, static.video, static_iphone_320x480, static, mFSp20
2022-03-08T09:46:41.917Z, static.video, static_iphone_320x480, static, mFSp37
2022-03-08T09:35:37.349Z, static.video, static_iphone_320x480, static, mFSp25
2022-03-08T09:28:41.914Z, static.video, static_iphone_320x480, video, mFSp39
2022-03-08T09:25:02.093Z, static.video, static_iphone_320x480, video, mVp6
2022-03-08T09:23:33.170Z, static.video, static_iphone_320x480, video, mFSp24
2022-03-08T09:15:30.363Z, static.video, static_iphone_320x480, video, mVp9
2022-03-08T09:03:11.459Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T08:58:28.363Z, static.video, static_iphone_320x480, video, mFSp88
2022-03-08T08:54:22.603Z, static.video, static_iphone_320x480, static, mFSp21
2022-03-08T08:51:22.126Z, static.video, static_iphone_320x480, video, mFSp48
2022-03-08T08:49:27.924Z, static.video, static_iphone_320x480, video, mFSp122
2022-03-08T08:44:12.946Z, static.video, interstitial, video, mVp7
2022-03-08T08:25:55.145Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T07:47:31.937Z, static.video, static_iphone_320x480, video, mFSp47
2022-03-08T07:42:53.811Z, static.video, static_iphone_320x480, video, mFSp30
2022-03-08T07:40:09.203Z, static.video, interstitial, video, mVp8
2022-03-08T07:31:08.945Z, static.video, static_iphone_320x480, video, mVp7
2022-03-08T07:19:00.691Z, static.video, interstitial, video, mFSp53
2022-03-08T07:10:47.890Z, static.video, static_iphone_320x480, static, mFSp40
2022-03-08T07:10:11.442Z, static.video, static_iphone_320x480, video, mVp8
